datetime,solar_power,temperature,humidity,wind_speed,pressure,solar_irradiance,cloud_cover
2019-01-01 00:00:00,0.0,20.210968678870234,41.59666552184404,1.3682230682905931,1034.4985819872038,0.0,50.42388854176506
2019-01-01 00:15:00,0.0,23.046628618922,89.96341515948033,0.8896567206952483,1014.5109982363473,0.0,36.66362959112559
2019-01-01 00:30:00,0.0,20.045504678307967,64.76703552975687,0.33279411211833126,1009.2994544591395,0.0,79.61550945850715
2019-01-01 00:45:00,0.0,20.83117362198994,58.85017383168367,0.05458179814663947,993.1821377235475,0.0,68.20829996090545
2019-01-01 01:00:00,0.0,18.0260093100594,52.586654329110914,1.2128479012880047,1010.0106961237266,0.0,42.90092222061019
2019-01-01 01:15:00,0.0,17.729495335399843,34.84310533386817,3.7413450650497557,1012.7097530799049,0.0,31.84769014089802
2019-01-01 01:30:00,0.0,20.391942838412923,54.030419889023094,0.43846923109959274,1018.8907567543637,0.0,30.082663198226854
2019-01-01 01:45:00,0.0,20.860505209397033,83.85060805608003,2.16260363797217,1014.0292193602309,0.0,77.28250102539666
2019-01-01 02:00:00,0.0,16.294095856600553,84.11641552426266,3.11242673407134,1013.2440484921817,0.0,10.89340809366438
2019-01-01 02:15:00,0.0,15.465619854548063,47.730899692570986,2.215393973781007,1019.4466970926237,0.0,15.262644027252403
2019-01-01 02:30:00,0.0,18.406626401920718,74.19163719872299,3.224626919380567,1011.8502142892618,0.0,60.21231040659145
2019-01-01 02:45:00,0.0,23.24312512589238,79.01787327600508,2.103372182172178,1021.8449643369735,0.0,73.23152161277163
2019-01-01 03:00:00,0.0,19.067704161586054,41.11377499247912,1.6246585031620382,1021.2542854696133,0.0,96.05598407539685
2019-01-01 03:15:00,0.0,19.518504751717266,51.14585551831337,5.088711875727611,1005.4919941763707,0.0,0.7547983970365935
2019-01-01 03:30:00,0.0,11.315092390470376,43.145311640194556,2.1236106807484596,1016.8651168180837,0.0,26.964143847784293
2019-01-01 03:45:00,0.0,16.806222862172127,53.3118265003029,1.3196834616913884,1016.3372818963895,0.0,58.57751632313778
2019-01-01 04:00:00,0.0,19.097598165747304,80.91892194305262,2.351144894686892,1006.3291988514538,0.0,15.23063446810211
2019-01-01 04:15:00,0.0,18.285603846649067,66.30371728487648,2.7729023816414085,1002.4251865331346,0.0,4.667799456733168
2019-01-01 04:30:00,0.0,20.107485804622634,37.76602770506977,3.9645622256954374,1014.3725285300894,0.0,71.26181898555821
2019-01-01 04:45:00,0.0,18.30500402438845,42.95430615158704,0.477740658867715,996.3219187634728,0.0,24.646203181236558
2019-01-01 05:00:00,0.0,14.18244108051433,60.514412946067665,3.594158567312372,1021.9045316062443,0.0,81.15873998138579
2019-01-01 05:15:00,0.0,16.60745181040855,34.503741425823065,0.0880649614201688,1008.4512025075595,0.0,33.057887968897425
2019-01-01 05:30:00,0.0,20.49070124350783,78.72446356030122,0.02474375979581603,1013.9162470107709,0.0,43.12962223482254
2019-01-01 05:45:00,0.0,21.805759182082284,67.8096974588014,1.1968734631202043,1017.3749604248563,0.0,7.7660742960307445
2019-01-01 06:00:00,97.19098570502167,22.471142276276257,39.63007733777674,1.2838049132691955,1016.2406392770922,805.1262308333015,63.31370635337884
2019-01-01 06:15:00,29.434282273143847,19.843594339447144,65.36278954904364,0.898360821317254,1012.162076686039,429.5362342191778,56.57051737503356
2019-01-01 06:30:00,71.97798878140162,18.268145623070975,43.0844151528897,2.488414045985927,1017.9106352744477,585.2603480321463,10.09665102122056
2019-01-01 06:45:00,4.946598186209604,19.837489927953552,72.42168594358156,0.42868870353574484,1007.9546545957065,1052.1014229372065,61.21484863104594
2019-01-01 07:00:00,4.277319143160921,14.514294905121144,64.20693045286458,1.294554911064728,1003.0660649645896,1091.5917529754029,30.16637722851241
2019-01-01 07:15:00,2.4579517484797373,21.273368189176317,52.70479193512576,0.724104990141252,1023.8769841869773,579.4678490436393,0.5218478122018921
2019-01-01 07:30:00,2.475535884090066,19.369593583477776,43.22397848922412,0.4412317362952839,1005.9771371089382,882.590064250038,65.01300153162836
2019-01-01 07:45:00,5.970818436091462,18.014845548652097,51.976316571436215,1.5652005025617983,994.3101321718117,1047.0137657233377,78.88900015852698
2019-01-01 08:00:00,40.09546242797504,24.451015710432344,37.689327220189114,1.4572563453771785,1025.6598226679912,375.58121493930884,78.40494523562825
2019-01-01 08:15:00,267.7980997668346,20.674245049813095,75.02769025306533,3.2824303039323293,1010.4606105401255,503.7239627871965,40.9688395033661
2019-01-01 08:30:00,366.63531730553836,21.253683501381627,77.2900636793702,0.9784108903142901,1018.5328612737422,398.6150729078197,66.44843721810419
2019-01-01 08:45:00,44.83182731378816,15.799088615291446,71.96341658838895,0.9430646992509906,1012.6552161341816,663.4754198126408,73.21437369233777
2019-01-01 09:00:00,191.71281086175313,21.080537696259878,89.9519999706382,1.2628229304865823,1011.1063510697962,477.43951882153755,36.33331494612908
2019-01-01 09:15:00,137.34481522528844,21.16845426178979,42.4464501288875,2.4038708184392403,997.3568030747468,676.9754939583527,50.58666061909385
2019-01-01 09:30:00,75.69843006932426,22.735685973638006,33.7681197411221,1.7966872225721846,1021.8533164038672,473.18078547289025,14.729644187901968
2019-01-01 09:45:00,16.14378411140658,15.618623341560884,31.117629655854273,7.034776662945468,1014.6188978161666,415.74121299961024,96.31785448658047
2019-01-01 10:00:00,102.71328336392439,24.028777972354078,86.10185780082003,0.731411254061023,1020.4214361432477,485.39252719026047,83.23549292507612
2019-01-01 10:15:00,75.82576903558352,20.353409641920287,82.17224505157367,0.7913745054108459,1026.5611712354435,412.882683977224,44.48620829534822
2019-01-01 10:30:00,77.29068470022638,22.98210512112545,58.96924165120349,4.519712686717602,1018.6317476916781,290.04048492068654,42.19871399726512
2019-01-01 10:45:00,58.252037948598364,19.87808005742884,45.81039680473417,4.809445198082828,1017.5504545814784,270.0834946804972,82.19953242475388
2019-01-01 11:00:00,26.053140066278356,22.336635694285043,74.33904856136373,2.823778460734039,1011.1629728800111,190.3741130356797,20.113939813391557
2019-01-01 11:15:00,159.3406774019872,22.069211374625606,72.04089473521825,6.3590874453863915,1003.6607192826114,141.41267284534808,57.944551791757185
2019-01-01 11:30:00,30.45649586353876,18.4065738761615,54.93625053982562,1.2593764263169482,1000.8881810910632,86.43974302761895,89.6638997862857
2019-01-01 11:45:00,220.91556546948553,22.32701917472818,40.81545182297021,3.2216204174314567,1013.5553670024932,52.28626169963132,12.254290516317035
2019-01-01 12:00:00,11.979197726107982,22.43841125656927,67.50554433941753,0.7595361792140017,988.3380329588766,7.378405446043437e-14,95.58621311538772
2019-01-01 12:15:00,132.9378981018598,23.658091250744384,88.45030308981464,0.0957628469996431,1039.020989392429,0.0,39.29538422668224
2019-01-01 12:30:00,79.8707483462365,21.74064018744235,77.71083420576436,1.7014898763758382,998.2073443730554,0.0,24.253750412995544
2019-01-01 12:45:00,64.34993824067887,21.296722188032398,48.474194872644084,1.710620908258474,1007.2069482599712,0.0,46.89148666617965
2019-01-01 13:00:00,78.43250892523754,15.870278019559418,42.19031967238439,3.0894984917289285,1032.2483949445518,0.0,97.49050960152707
2019-01-01 13:15:00,48.163982615098156,15.549918965138037,64.73915733684883,1.9579998507896774,1005.296494146802,0.0,22.374185870969
2019-01-01 13:30:00,160.81100668786777,22.581426713653766,78.82923089206702,1.5601048698372852,1022.4452776167019,0.0,38.104190717735435
2019-01-01 13:45:00,161.8250391996649,23.693910513647314,76.80622385345032,3.2069122699003483,1036.2007264036638,0.0,65.50566856998552
2019-01-01 14:00:00,168.45400725461894,20.187902235633203,60.24432352102572,1.1494692180772024,1000.2723252055437,0.0,15.826072462452101
2019-01-01 14:15:00,67.42738704879251,23.613864060152924,30.082641756320644,1.908707969018026,1018.7743005487577,0.0,11.733860308392675
2019-01-01 14:30:00,38.5462121289283,21.627698115604264,39.698977867708166,1.0426566500733276,1004.9736252348675,0.0,71.75865587958042
2019-01-01 14:45:00,24.539031273273118,19.996631572642976,61.21514511285616,2.3976018556241963,1029.3786832995074,0.0,95.97706862286005
2019-01-01 15:00:00,863.8604529264212,22.5284774558219,46.439197107426494,2.9416319143233776,1017.024437395731,0.0,15.45207413252494
2019-01-01 15:15:00,71.8172969522306,16.391199583995807,56.23556076833439,3.9923784442622043,1020.9302226718991,0.0,83.82889491831062
2019-01-01 15:30:00,124.06224155609759,18.3025422503614,60.719239235331344,1.2695041323741671,1019.8189944743174,0.0,9.657009517275949
2019-01-01 15:45:00,3.3286708386560875,17.676106541122014,88.14130322264148,4.990798474908248,1019.9384754999298,0.0,70.82198186481101
